A,B,False,True
A,C,False,False
A,A,False,False
C,C,False,False
C,C,False,False
C,A,False,True
A,C,True,False
C,C,False,False
A,B,True,False
A,A,True,True
A,C,True,False
A,C,True,False
C,B,False,True
C,C,False,False
C,A,False,False
B,C,True,False
C,C,False,False
C,B,False,True
C,C,False,False
C,C,False,False
C,C,False,False
C,A,False,False
C,B,False,True
C,A,False,False
C,A,False,False
C,C,False,False
B,C,False,False
C,A,False,True
C,C,False,False
C,C,False,False
C,C,False,False
A,C,True,False
C,A,False,True
B,B,False,False
C,B,False,False
C,B,False,True
A,B,True,True
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
A,C,True,False
A,C,True,False
C,A,False,False
C,A,False,False
C,A,False,False
C,C,False,False
C,C,False,False
C,B,False,True
C,C,False,False
B,C,True,False
C,B,False,True
C,C,False,False
B,C,True,False
C,B,False,True
C,A,False,True
C,C,False,False
B,A,False,True
A,C,True,False
A,C,True,False
C,C,False,False
B,C,False,False
C,C,False,False
C,A,False,True
C,A,False,True
C,C,False,False
C,C,False,False
A,A,True,False
C,A,False,False
C,C,False,False
C,C,False,False
A,B,True,True
B,A,False,False
C,C,False,False
B,A,False,False
C,B,False,True
C,C,False,False
C,A,False,False
A,B,False,True
C,C,False,False
C,C,False,False
C,C,False,False
C,B,False,True
B,B,True,True
A,C,False,False
B,A,False,True
A,C,True,False
C,A,False,True
C,C,False,False
A,B,True,False
C,B,False,False
C,B,False,False
A,A,True,True
C,C,False,False
A,A,True,True
C,C,False,False
A,A,True,False
C,A,False,False
C,C,False,False
A,C,True,False
C,B,False,True
C,B,False,True
C,C,False,False
C,B,False,True
A,C,True,False
C,C,False,False
A,C,False,False
B,C,True,False
B,A,True,False
B,A,True,False
C,C,False,False
A,B,False,True
A,C,False,False
C,A,False,False
B,C,True,False
C,B,False,False
A,A,True,True
C,A,False,True
C,C,False,False
A,A,True,True
C,C,False,False
C,A,False,True
A,A,True,True
A,A,True,True
C,C,False,False
C,C,False,False
A,A,True,False
C,C,False,False
C,B,False,True
C,C,False,False
A,C,True,False
B,A,False,False
A,C,True,False
C,C,False,False
A,A,True,False
C,A,False,False
C,C,False,False
C,B,False,True
C,B,False,True
C,A,False,False
B,A,True,False
A,C,False,False
B,C,True,False
C,A,False,False
A,C,False,False
A,C,True,False
C,B,False,False
C,C,False,False
C,A,False,True
B,B,False,False
C,A,False,True
B,A,False,True
C,C,False,False
A,C,True,False
A,C,True,False
B,B,False,True
B,A,False,False
C,C,False,False
A,B,True,True
B,C,False,False
C,C,False,False
A,A,True,False
C,C,False,False
C,C,False,False
A,C,True,False
B,A,True,False
A,A,False,False
C,A,False,False
B,C,True,False
B,A,True,False
A,C,False,False
C,C,False,False
A,B,False,True
A,C,False,False
A,B,False,True
C,C,False,False
C,C,False,False
C,B,False,False
C,C,False,False
A,C,True,False
B,C,False,False
A,B,True,False
C,A,False,True
C,C,False,False
C,A,False,True
A,B,True,True
A,C,True,False
C,C,False,False
C,B,False,True
C,A,False,False
C,A,False,False
B,C,False,False
C,C,False,False
C,B,False,True
C,B,False,True
B,A,True,False
C,A,False,False
A,C,False,False
A,C,False,False
B,C,True,False
A,C,False,False
B,A,True,False
C,C,False,False
C,A,False,False
A,B,False,True
B,A,False,True
A,C,True,False
C,C,False,False
B,A,False,True
B,C,False,False
A,C,True,False
A,A,True,True
C,C,False,False
C,C,False,False
C,A,False,True
B,C,False,False
C,A,False,False
A,A,True,False
A,C,True,False
B,C,False,False
C,A,False,False
C,B,False,True
C,C,False,False
A,C,True,False
C,B,False,True
A,C,False,False
C,B,False,True
B,A,True,False
C,C,False,False
C,C,False,False
B,A,True,False
A,B,False,True
B,A,True,False
B,A,True,False
C,C,False,False
C,C,False,False
C,C,False,False
A,C,True,False
C,C,False,False
C,A,False,True
B,A,False,True
C,C,False,False
C,C,False,False
C,C,False,False
C,A,False,True
C,C,False,False
A,C,True,False
C,A,False,False
C,A,False,False
A,C,True,False
C,A,False,False
C,C,False,False
C,A,False,False
A,A,True,False
B,A,False,False
C,C,False,False
B,A,True,False
C,C,False,False
C,A,False,False
C,B,False,True
C,A,False,False
B,C,True,False
C,A,False,False
C,B,False,True
A,A,False,False
C,B,False,False
A,A,True,True
C,C,False,False
C,B,False,False
C,C,False,False
C,A,False,True
C,B,False,False
C,A,False,True
C,A,False,True
C,C,False,False
C,C,False,False
B,C,False,False
A,A,True,False
B,A,False,False
C,C,False,False
C,B,False,True
C,C,False,False
C,C,False,False
C,C,False,False
A,B,True,True
C,A,False,False
C,A,False,False
C,A,False,False
C,B,False,True
C,A,False,False
C,C,False,False
C,B,False,False
C,B,False,False
C,C,False,False
C,A,False,True
A,C,True,False
A,C,True,False
C,B,False,True
C,B,False,True
A,A,True,False
