C,C,False,False
C,C,False,False
C,C,False,False
B,C,True,False
A,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
B,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,B,False,True
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
B,C,True,False
C,C,False,False
A,C,False,False
B,C,True,False
C,C,False,False
C,C,False,False
C,C,False,False
A,C,True,False
A,C,True,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
B,C,False,False
A,A,True,True
C,C,False,False
B,C,False,False
C,A,False,False
A,C,True,False
C,C,False,False
C,C,False,False
C,A,False,False
C,C,False,False
C,C,False,False
C,B,False,True
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
B,C,True,False
C,C,False,False
C,B,False,False
C,A,False,True
C,C,False,False
C,B,False,False
C,C,False,False
C,B,False,False
C,A,False,True
C,C,False,False
C,C,False,False
A,C,True,False
A,C,True,False
C,C,False,False
C,C,False,False
C,B,False,True
C,C,False,False
C,C,False,False
C,C,False,False
C,B,False,True
C,B,False,True
C,B,False,True
C,B,False,True
C,A,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,A,False,False
C,C,False,False
C,C,False,False
C,C,False,False
B,C,False,False
C,C,False,False
C,C,False,False
C,B,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,B,False,False
C,C,False,False
B,C,False,False
C,C,False,False
C,B,False,True
B,B,False,True
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
A,C,False,False
B,B,True,True
C,B,False,True
A,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
A,B,False,True
B,C,False,False
A,C,True,False
C,C,False,False
C,C,False,False
C,C,False,False
B,C,False,False
C,B,False,False
B,C,False,False
C,C,False,False
C,C,False,False
B,C,False,False
A,C,True,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
B,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,B,False,True
A,B,False,True
A,C,False,False
C,A,False,False
C,B,False,True
C,C,False,False
C,A,False,False
B,B,True,True
C,C,False,False
C,B,False,True
C,C,False,False
C,C,False,False
C,B,False,False
C,C,False,False
A,C,True,False
C,B,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
B,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,B,False,True
C,C,False,False
C,B,False,True
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
A,C,False,False
C,C,False,False
C,B,False,True
C,C,False,False
C,B,False,True
C,C,False,False
C,C,False,False
C,C,False,False
B,B,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
B,B,False,True
C,C,False,False
C,B,False,True
A,C,True,False
C,C,False,False
C,C,False,False
C,C,False,False
B,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,B,False,True
C,B,False,True
C,B,False,True
C,C,False,False
C,A,False,False
C,C,False,False
C,C,False,False
C,C,False,False
B,B,True,True
B,C,False,False
C,C,False,False
B,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,B,False,True
B,C,False,False
C,C,False,False
B,C,False,False
C,C,False,False
C,C,False,False
B,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
B,C,True,False
C,B,False,True
C,C,False,False
C,C,False,False
C,A,False,False
C,C,False,False
C,C,False,False
B,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,B,False,False
C,C,False,False
C,C,False,False
C,C,False,False
C,B,False,True
A,C,True,False
C,C,False,False
C,C,False,False
B,B,False,True
C,C,False,False
C,B,False,True
C,C,False,False
C,C,False,False
A,B,False,True
C,C,False,False
C,C,False,False
C,C,False,False
A,A,False,False
C,C,False,False
C,C,False,False
C,C,False,False
A,C,False,False
B,A,False,True
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
B,A,False,True
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
A,B,True,True
C,C,False,False
C,B,False,True
C,C,False,False
C,C,False,False
C,C,False,False
A,C,True,False
C,C,False,False
B,C,False,False
C,C,False,False
C,A,False,False
C,C,False,False
B,C,True,False
C,B,False,True
A,A,False,False
C,C,False,False
C,C,False,False
B,C,False,False
C,C,False,False
C,A,False,True
C,B,False,True
C,C,False,False
C,C,False,False
C,C,False,False
C,C,False,False
