B,A,True,False
A,B,False,True
B,B,True,True
B,A,True,False
B,B,True,True
A,B,True,False
A,B,True,False
A,B,True,False
A,A,True,True
A,B,True,False
A,B,True,True
A,B,True,True
A,B,True,True
A,A,True,False
A,B,True,True
B,B,True,True
B,B,True,True
B,A,True,False
B,B,True,True
B,B,True,True
B,B,True,True
B,B,True,True
B,A,True,False
B,B,True,True
B,B,True,True
A,B,True,False
A,B,True,False
A,B,True,False
A,A,True,True
A,B,True,False
A,A,True,True
A,A,True,True
A,B,True,False
A,B,True,False
A,B,True,False
A,B,True,True
A,B,True,True
A,A,True,False
A,A,True,False
A,B,True,True
A,A,True,False
A,B,True,True
A,B,True,True
A,A,True,False
A,B,True,True
B,A,True,False
B,B,True,True
B,A,True,False
B,B,True,True
B,A,True,False
B,A,True,False
B,B,True,True
B,A,True,False
B,B,True,True
B,B,True,True
A,A,True,True
A,B,True,False
A,A,True,True
A,B,True,False
A,B,True,False
A,A,True,True
A,A,True,True
A,A,True,True
A,B,True,False
A,A,True,True
A,A,True,False
A,A,True,False
A,A,True,False
A,B,True,True
A,B,True,True
A,A,True,False
A,B,True,True
A,B,True,True
A,A,True,False
A,B,True,True
B,B,True,True
B,B,True,True
B,B,True,True
B,B,True,True
B,B,True,True
B,B,True,True
B,B,True,True
B,B,True,True
B,B,True,True
B,B,True,True
A,B,True,False
A,A,True,True
A,A,True,True
A,B,True,False
A,A,True,True
A,B,True,False
A,B,True,False
A,A,True,True
A,A,True,True
A,A,True,True
A,B,True,True
A,B,True,True
A,B,True,True
A,B,True,True
A,B,True,True
A,A,True,False
A,A,True,False
A,B,True,True
A,A,True,False
A,A,True,False
B,B,True,True
B,B,True,True
B,B,True,True
B,B,True,True
B,B,True,True
B,B,True,True
B,A,True,False
B,A,True,False
B,B,True,True
B,A,True,False
A,A,True,True
A,A,True,True
A,B,True,False
A,A,True,True
A,A,True,True
A,A,True,True
A,A,True,True
A,A,True,True
A,A,True,True
A,A,True,True
A,B,True,True
A,A,True,False
A,B,True,True
A,B,True,True
A,A,True,False
A,A,True,False
A,B,True,True
A,B,True,True
A,B,True,True
A,A,True,False
B,A,True,False
B,B,True,True
B,B,True,True
B,B,True,True
B,A,True,False
B,A,True,False
B,A,True,False
B,B,True,True
B,A,True,False
B,B,True,True
A,A,True,True
A,A,True,True
A,B,True,False
A,B,True,False
A,A,True,True
A,B,True,False
A,B,True,False
A,B,True,False
A,A,True,True
A,A,True,True
A,B,True,True
A,B,True,True
A,B,True,True
A,B,True,True
A,A,True,False
A,A,True,False
A,B,True,True
A,B,True,True
A,B,True,True
A,B,True,True
B,B,True,True
B,B,True,True
B,A,True,False
B,B,True,True
B,B,True,True
B,B,True,True
B,B,True,True
B,A,True,False
B,A,True,False
B,B,True,True
A,B,True,False
A,B,True,False
A,B,True,False
A,B,True,False
A,B,True,False
A,B,True,False
A,B,True,False
A,A,True,True
A,A,True,True
A,A,True,True
A,A,True,False
A,A,True,False
A,B,True,True
A,B,True,True
A,A,True,False
A,A,True,False
A,B,True,True
A,B,True,True
A,B,True,True
A,A,True,False
B,B,True,True
B,A,True,False
B,B,True,True
B,B,True,True
B,B,True,True
B,B,True,True
B,B,True,True
B,B,True,True
B,B,True,True
B,A,True,False
A,B,True,False
A,A,True,True
A,B,True,False
A,A,True,True
A,B,True,False
A,B,True,False
A,A,True,True
A,A,True,True
A,A,True,True
A,A,True,True
A,A,True,False
A,A,True,False
A,B,True,True
A,B,True,True
A,B,True,True
A,B,True,True
A,B,True,True
A,B,True,True
A,B,True,True
A,B,True,True
B,B,True,True
B,B,True,True
B,B,True,True
B,A,True,False
B,A,True,False
B,B,True,True
B,B,True,True
B,B,True,True
B,B,True,True
B,A,True,False
A,B,True,False
A,A,True,True
A,B,True,False
A,B,True,False
A,B,True,False
A,B,True,False
A,A,True,True
A,A,True,True
A,B,True,False
A,A,True,True
A,A,True,False
A,A,True,False
A,A,True,False
A,A,True,False
A,B,True,True
A,B,True,True
A,A,True,False
A,A,True,False
A,A,True,False
A,A,True,False
B,B,True,True
A,A,False,False
B,B,True,True
B,B,True,True
B,B,True,True
B,A,True,False
B,B,True,True
B,A,True,False
B,A,True,False
B,B,True,True
A,A,True,True
A,A,True,True
A,A,True,True
A,B,True,False
A,A,True,True
A,B,True,False
A,B,True,False
A,A,True,True
A,A,True,True
A,A,True,True
A,A,True,False
A,B,True,True
A,A,True,False
A,B,True,True
A,B,True,True
A,B,True,True
A,A,True,False
A,A,True,False
A,B,True,True
A,B,True,True
B,A,True,False
B,A,True,False
B,B,True,True
B,B,True,True
B,B,True,True
A,B,True,False
A,A,True,True
A,B,True,False
A,B,True,False
A,A,True,True
A,B,True,True
A,B,True,True
A,B,True,True
A,B,True,True
A,A,True,False
